Campaign_ID,Campaign_Type,Channel,Budget,Impressions,Clicks,Conversions,Cost_Per_Click,Date,CTR,Conversion_Rate,ROI
CMP_0264,Email_Campaign,Instagram,1421,43619,2019,84,1.62,2024-08-23,4.63,4.16,195.57
CMP_0265,Influencer,Instagram,5533,86290,2384,219,3.72,2024-06-13,2.76,9.19,97.9
CMP_0266,Google_Ads,LinkedIn,8241,18550,452,58,4.58,2024-04-11,2.44,12.83,-64.81
CMP_0267,Social_Media,Google,2775,9203,235,8,3.98,2024-02-08,2.55,3.4,-85.59
CMP_0268,Influencer,Facebook,4244,92382,1611,154,3.24,2024-11-04,1.74,9.56,81.43
CMP_0269,Google_Ads,LinkedIn,9786,42140,521,52,0.79,2024-07-07,1.24,9.98,-73.43
CMP_0270,Social_Media,Google,1899,54219,1917,157,3.58,2024-07-19,3.54,8.19,313.38
CMP_0271,Content_Marketing,Twitter,4647,62982,1682,151,4.2,2024-06-19,2.67,8.98,62.47
CMP_0272,Influencer,Google,6912,96965,1777,177,4.89,2024-12-06,1.83,9.96,28.04
CMP_0273,Content_Marketing,Email,7666,35999,1389,133,0.6,2024-05-14,3.86,9.58,-13.25
CMP_0274,Social_Media,Facebook,7082,94755,4494,451,1.14,2024-05-01,4.74,10.04,218.41
CMP_0275,Influencer,Instagram,5886,43140,2063,62,1.4,2024-03-16,4.78,3.01,-47.33
CMP_0276,Social_Media,LinkedIn,3706,41576,823,118,4.15,2024-12-22,1.98,14.34,59.2
CMP_0277,Google_Ads,Google,9382,11138,177,9,3.78,2024-12-19,1.59,5.08,-95.2
CMP_0278,Email_Campaign,Twitter,9581,4541,96,10,2.56,2024-04-11,2.11,10.42,-94.78
CMP_0279,Social_Media,Instagram,5287,48666,1427,197,4.89,2024-02-10,2.93,13.81,86.31
CMP_0280,Google_Ads,Twitter,9022,25564,415,15,1.48,2024-12-04,1.62,3.61,-91.69
CMP_0281,Google_Ads,Google,8991,12628,193,11,3.75,2024-03-25,1.53,5.7,-93.88
CMP_0282,Google_Ads,LinkedIn,1161,12108,479,52,2.61,2024-11-11,3.96,10.86,123.94
CMP_0283,Influencer,Instagram,3698,79754,2180,322,1.1,2024-12-15,2.73,14.77,335.37
CMP_0284,Google_Ads,Facebook,5788,4532,195,7,1.2,2024-05-28,4.3,3.59,-93.95
CMP_0285,Influencer,Email,1164,81735,2216,186,3.72,2024-11-23,2.71,8.39,698.97
CMP_0286,Influencer,Instagram,7648,5069,204,20,1.38,2024-03-07,4.02,9.8,-86.92
CMP_0287,Influencer,Email,9842,57033,2168,207,1.85,2024-08-18,3.8,9.55,5.16
CMP_0288,Influencer,Facebook,2182,4878,140,10,0.63,2024-07-02,2.87,7.14,-77.09
CMP_0289,Influencer,LinkedIn,4078,50659,1049,33,0.93,2024-12-23,2.07,3.15,-59.54
CMP_0290,Google_Ads,LinkedIn,9225,73332,1653,245,2.98,2024-11-27,2.25,14.82,32.79
CMP_0291,Social_Media,LinkedIn,3548,17103,500,16,3.97,2024-06-13,2.92,3.2,-77.45
CMP_0292,Content_Marketing,Email,566,81462,2426,68,0.53,2024-11-10,2.98,2.8,500.71
CMP_0293,Google_Ads,Twitter,6127,75411,865,22,0.97,2024-08-08,1.15,2.54,-82.05
CMP_0294,Google_Ads,Email,5971,23508,528,37,3.32,2024-07-06,2.25,7.01,-69.02
CMP_0295,Social_Media,Google,2065,89911,1438,101,1.7,2024-06-02,1.6,7.02,144.55
CMP_0296,Social_Media,Email,7394,14476,599,78,4.52,2024-01-24,4.14,13.02,-47.25
CMP_0297,Google_Ads,Twitter,602,9752,280,25,2.14,2024-06-02,2.87,8.93,107.64
CMP_0298,Social_Media,Twitter,9612,25433,1064,66,2.65,2024-04-15,4.18,6.2,-65.67
CMP_0299,Social_Media,Instagram,7978,72538,2683,350,0.71,2024-12-03,3.7,13.05,119.35
CMP_0300,Social_Media,Google,4267,21894,1015,75,1.67,2024-04-08,4.64,7.39,-12.12
CMP_0301,Influencer,Facebook,1421,99981,4886,605,4.84,2024-03-30,4.89,12.38,2028.78
CMP_0302,Email_Campaign,Email,7945,32030,864,59,3.61,2024-05-14,2.7,6.83,-62.87
CMP_0303,Content_Marketing,Google,2638,18831,700,72,1.11,2024-07-25,3.72,10.29,36.47
CMP_0304,Google_Ads,LinkedIn,9218,29613,1292,136,1.95,2024-11-23,4.36,10.53,-26.23
CMP_0305,Social_Media,LinkedIn,2284,34357,509,59,3.1,2024-10-29,1.48,11.59,29.16
CMP_0306,Influencer,Email,8550,31285,1206,164,2.36,2024-01-14,3.85,13.6,-4.09
CMP_0307,Email_Campaign,Google,4216,43966,1592,147,0.82,2024-08-20,3.62,9.23,74.34
CMP_0308,Content_Marketing,Facebook,3282,59189,1702,179,3.66,2024-10-12,2.88,10.52,172.7
CMP_0309,Social_Media,Email,7291,94127,3421,334,2.8,2024-10-16,3.63,9.76,129.05
CMP_0310,Email_Campaign,Twitter,8056,87817,2708,163,1.34,2024-07-25,3.08,6.02,1.17
CMP_0311,Email_Campaign,Twitter,3549,67401,1554,114,4.79,2024-04-06,2.31,7.34,60.61
CMP_0312,Influencer,Instagram,4015,84042,3620,269,1.62,2024-07-24,4.31,7.43,234.99
CMP_0313,Influencer,Email,2901,36850,1446,148,2.97,2024-04-27,3.92,10.24,155.08
CMP_0314,Influencer,Google,1508,97175,3178,277,2.31,2024-05-18,3.27,8.72,818.44
CMP_0315,Email_Campaign,Twitter,9646,63282,647,43,3.78,2024-09-09,1.02,6.65,-77.71
CMP_0316,Influencer,LinkedIn,8259,99758,1404,107,4.83,2024-08-11,1.41,7.62,-35.22
CMP_0317,Content_Marketing,Instagram,5560,87498,2271,250,3.54,2024-04-13,2.6,11.01,124.82
CMP_0318,Influencer,Twitter,4806,53645,2408,304,2.73,2024-07-27,4.49,12.62,216.27
CMP_0319,Social_Media,Facebook,1879,48380,2394,238,0.89,2024-01-17,4.95,9.94,533.32
CMP_0320,Google_Ads,Google,3463,96071,3205,301,1.64,2024-04-04,3.34,9.39,334.59
CMP_0321,Google_Ads,Twitter,9711,46383,1200,128,2.54,2024-11-03,2.59,10.67,-34.1
CMP_0322,Influencer,Facebook,4237,2099,97,13,1.56,2024-07-10,4.62,13.4,-84.66
CMP_0323,Email_Campaign,Instagram,3507,38248,619,53,0.82,2024-03-02,1.62,8.56,-24.44
CMP_0324,Email_Campaign,Instagram,1031,9669,331,15,1.6,2024-10-23,3.42,4.53,-27.26
CMP_0325,Influencer,Instagram,9516,41780,1093,109,1.63,2024-07-07,2.62,9.97,-42.73
CMP_0326,Google_Ads,Instagram,8261,52363,615,15,2.54,2024-10-19,1.17,2.44,-90.92
CMP_0327,Social_Media,Instagram,3256,71986,3351,240,3.3,2024-06-25,4.66,7.16,268.55
CMP_0328,Influencer,Google,7592,5918,168,18,3.3,2024-10-08,2.84,10.71,-88.15
CMP_0329,Influencer,Instagram,3659,95021,1609,129,4.22,2024-08-11,1.69,8.02,76.28
CMP_0330,Social_Media,Instagram,1209,56066,1822,152,1.79,2024-08-16,3.25,8.34,528.62
CMP_0331,Content_Marketing,LinkedIn,3093,71663,3326,273,2.39,2024-07-02,4.64,8.21,341.32
CMP_0332,Influencer,Email,5497,41826,1477,64,0.94,2024-01-13,3.53,4.33,-41.79
CMP_0333,Email_Campaign,Email,6859,78218,1272,45,3.55,2024-01-05,1.63,3.54,-67.2
CMP_0334,Google_Ads,LinkedIn,682,78950,3113,169,2.32,2024-05-04,3.94,5.43,1139.0
CMP_0335,Content_Marketing,LinkedIn,4931,66610,1353,81,4.21,2024-10-23,2.03,5.99,-17.87
CMP_0336,Google_Ads,Google,5992,94523,4680,511,4.51,2024-04-19,4.95,10.92,326.4
CMP_0337,Content_Marketing,LinkedIn,3077,44767,607,81,0.83,2024-08-16,1.36,13.34,31.62
CMP_0338,Social_Media,Instagram,614,93645,1410,142,4.78,2024-01-16,1.51,10.07,1056.35
CMP_0339,Social_Media,LinkedIn,1681,22496,353,36,1.45,2024-08-07,1.57,10.2,7.08
CMP_0340,Influencer,Instagram,1943,97670,3695,523,3.59,2024-11-26,3.78,14.15,1245.86
CMP_0341,Email_Campaign,Facebook,5897,26647,733,108,3.93,2024-02-29,2.75,14.73,-8.43
CMP_0342,Social_Media,Twitter,4170,28837,604,61,4.83,2024-08-02,2.09,10.1,-26.86
CMP_0343,Content_Marketing,Twitter,7763,22009,555,68,4.86,2024-04-03,2.52,12.25,-56.2
CMP_0344,Google_Ads,Google,8797,86774,1800,254,3.48,2024-05-02,2.07,14.11,44.37
CMP_0345,Influencer,Google,9463,83379,2664,309,3.16,2024-02-07,3.2,11.6,63.27
CMP_0346,Social_Media,Google,4387,13726,377,15,4.07,2024-10-16,2.75,3.98,-82.9
CMP_0347,Content_Marketing,Email,8653,84801,2516,253,2.73,2024-12-07,2.97,10.06,46.19
CMP_0348,Influencer,Google,4799,76471,808,71,2.1,2024-07-13,1.06,8.79,-26.03
CMP_0349,Google_Ads,LinkedIn,5046,46556,653,89,5.0,2024-03-22,1.4,13.63,-11.81
CMP_0350,Influencer,Email,7015,90594,4047,549,2.44,2024-06-03,4.47,13.57,291.3
CMP_0351,Email_Campaign,LinkedIn,3126,20564,1006,101,4.34,2024-04-09,4.89,10.04,61.55
CMP_0352,Content_Marketing,Instagram,5778,15333,159,17,2.2,2024-11-11,1.04,10.69,-85.29
CMP_0353,Influencer,Google,1239,17845,878,97,0.89,2024-02-14,4.92,11.05,291.44
CMP_0354,Email_Campaign,LinkedIn,2168,15514,421,26,3.41,2024-07-14,2.71,6.18,-40.04
CMP_0355,Content_Marketing,Email,3493,10346,349,10,3.77,2024-09-05,3.37,2.87,-85.69
CMP_0356,Influencer,Facebook,9854,56566,1865,65,1.28,2024-12-08,3.3,3.49,-67.02
CMP_0357,Influencer,Facebook,4552,65091,1263,133,3.37,2024-06-19,1.94,10.53,46.09
CMP_0358,Google_Ads,Twitter,9941,20693,968,94,1.47,2024-10-01,4.68,9.71,-52.72
CMP_0359,Social_Media,Instagram,1144,1942,54,2,4.78,2024-05-24,2.78,3.7,-91.26
CMP_0360,Influencer,LinkedIn,2932,4404,72,8,2.93,2024-08-19,1.63,11.11,-86.36
CMP_0361,Email_Campaign,Twitter,3665,83970,4031,188,0.55,2024-11-06,4.8,4.66,156.48
CMP_0362,Google_Ads,Instagram,939,21160,725,50,4.62,2024-12-30,3.43,6.9,166.24
CMP_0363,Influencer,Email,9878,32095,643,53,1.61,2024-06-10,2.0,8.24,-73.17
CMP_0364,Google_Ads,Instagram,6059,11298,270,10,0.7,2024-07-18,2.39,3.7,-91.75
CMP_0365,Content_Marketing,Instagram,5259,36968,1783,242,0.83,2024-09-14,4.82,13.57,130.08
CMP_0366,Content_Marketing,Twitter,8128,22486,310,18,2.56,2024-05-18,1.38,5.81,-88.93
CMP_0367,Influencer,LinkedIn,4623,93298,2838,222,1.4,2024-04-06,3.04,7.82,140.1
CMP_0368,Influencer,Facebook,7429,41505,996,111,2.92,2024-04-23,2.4,11.14,-25.29
CMP_0369,Email_Campaign,Instagram,7508,75546,1387,183,1.86,2024-07-16,1.84,13.19,21.87
CMP_0370,Influencer,Google,3239,92822,3918,408,4.86,2024-03-03,4.22,10.41,529.82
CMP_0371,Google_Ads,Facebook,1741,57338,758,35,4.37,2024-07-22,1.32,4.62,0.52
CMP_0372,Email_Campaign,Twitter,5406,68939,1414,167,3.49,2024-01-29,2.05,11.81,54.46
CMP_0373,Social_Media,Facebook,5749,5747,84,10,2.42,2024-04-13,1.46,11.9,-91.3
CMP_0374,Social_Media,Twitter,6297,8215,381,17,1.66,2024-02-09,4.64,4.46,-86.5
CMP_0375,Influencer,Email,2810,21764,681,35,1.22,2024-02-13,3.13,5.14,-37.72
CMP_0376,Google_Ads,Instagram,6952,47448,2338,345,3.69,2024-12-27,4.93,14.76,148.13
CMP_0377,Social_Media,Twitter,3665,82624,2758,285,4.73,2024-03-28,3.34,10.33,288.81
CMP_0378,Social_Media,LinkedIn,7099,40605,1239,39,4.38,2024-02-03,3.05,3.15,-72.53
CMP_0379,Google_Ads,Email,1358,98903,2616,291,1.83,2024-02-15,2.65,11.12,971.43
CMP_0380,Influencer,LinkedIn,5918,46101,2150,187,3.54,2024-08-21,4.66,8.7,57.99
CMP_0381,Social_Media,Google,9644,70197,2405,182,2.31,2024-05-06,3.43,7.57,-5.64
CMP_0382,Social_Media,Instagram,529,19832,268,5,4.51,2024-03-13,1.35,1.87,-52.74
CMP_0383,Social_Media,Facebook,3021,23402,366,52,1.53,2024-09-28,1.56,14.21,-13.94
CMP_0384,Social_Media,Facebook,5752,53437,1660,245,1.45,2024-07-11,3.11,14.76,112.97
CMP_0385,Social_Media,Email,7481,33556,1337,151,2.75,2024-08-16,3.98,11.29,0.92
CMP_0386,Influencer,Facebook,2816,56876,2283,243,3.07,2024-02-14,4.01,10.64,331.46
CMP_0387,Email_Campaign,Email,740,97860,3961,557,1.59,2024-03-05,4.05,14.06,3663.51
CMP_0388,Influencer,Facebook,3564,22229,307,33,1.26,2024-01-01,1.38,10.75,-53.7
CMP_0389,Influencer,LinkedIn,5937,41446,1791,265,4.68,2024-12-30,4.32,14.8,123.18
CMP_0390,Email_Campaign,Instagram,4365,59098,1481,211,0.57,2024-09-16,2.51,14.25,141.7
CMP_0391,Content_Marketing,Twitter,1277,82918,3550,270,2.46,2024-07-01,4.28,7.61,957.17
CMP_0392,Content_Marketing,Facebook,4269,98165,2125,109,2.97,2024-04-25,2.16,5.13,27.66
CMP_0393,Google_Ads,LinkedIn,7144,43200,1781,103,0.74,2024-09-02,4.12,5.78,-27.91
CMP_0394,Google_Ads,Google,6969,94758,1204,145,4.23,2024-12-07,1.27,12.04,4.03
CMP_0395,Influencer,LinkedIn,7120,46938,752,22,4.39,2024-06-24,1.6,2.93,-84.55
CMP_0396,Google_Ads,Email,6198,89177,1134,87,3.66,2024-11-12,1.27,7.67,-29.82
CMP_0397,Google_Ads,Twitter,8592,32253,1197,105,0.56,2024-10-30,3.71,8.77,-38.9
CMP_0398,Email_Campaign,Facebook,4683,17465,178,9,1.68,2024-10-06,1.02,5.06,-90.39
CMP_0399,Email_Campaign,Instagram,5166,20792,293,20,3.16,2024-02-07,1.41,6.83,-80.64
CMP_0400,Google_Ads,Instagram,3911,78230,2893,279,0.85,2024-05-25,3.7,9.64,256.69
CMP_0401,Social_Media,Twitter,3829,52046,716,52,0.58,2024-02-29,1.38,7.26,-32.1
CMP_0402,Content_Marketing,Facebook,9431,4638,47,3,4.41,2024-07-10,1.01,6.38,-98.41
CMP_0403,Social_Media,Twitter,6507,74913,2775,86,3.14,2024-06-20,3.7,3.1,-33.92
CMP_0404,Social_Media,Instagram,695,85436,1503,77,3.06,2024-11-10,1.76,5.12,453.96
CMP_0405,Influencer,Facebook,7036,77994,1286,104,1.34,2024-04-21,1.65,8.09,-26.09
CMP_0406,Google_Ads,LinkedIn,2655,88018,3847,502,2.16,2024-06-02,4.37,13.05,845.39
CMP_0407,Email_Campaign,Instagram,8459,83328,3485,261,3.55,2024-04-05,4.18,7.49,54.27
CMP_0408,Google_Ads,Instagram,9768,47271,2198,150,4.7,2024-10-27,4.65,6.82,-23.22
CMP_0409,Email_Campaign,Facebook,9337,23055,1019,47,1.6,2024-02-17,4.42,4.61,-74.83
CMP_0410,Social_Media,Facebook,9554,5103,146,6,3.72,2024-12-02,2.86,4.11,-96.86
CMP_0411,Influencer,Google,5242,14089,542,32,4.08,2024-08-04,3.85,5.9,-69.48
CMP_0412,Google_Ads,Instagram,7362,61595,1767,225,4.7,2024-08-02,2.87,12.73,52.81
CMP_0413,Social_Media,Instagram,7018,35535,1156,119,1.75,2024-04-27,3.25,10.29,-15.22
CMP_0414,Social_Media,Google,6636,18266,303,25,4.49,2024-06-23,1.66,8.25,-81.16
CMP_0415,Influencer,Email,4103,20613,755,107,1.63,2024-01-06,3.66,14.17,30.39
CMP_0416,Social_Media,Instagram,7209,36021,1061,40,2.13,2024-01-12,2.95,3.77,-72.26
CMP_0417,Email_Campaign,Facebook,9551,16456,342,13,4.42,2024-10-21,2.08,3.8,-93.19
CMP_0418,Email_Campaign,Twitter,5684,1033,34,1,2.47,2024-01-14,3.29,2.94,-99.12
CMP_0419,Content_Marketing,LinkedIn,3508,41656,1900,185,2.74,2024-11-08,4.56,9.74,163.68
CMP_0420,Content_Marketing,Google,6664,40035,1119,96,1.59,2024-09-28,2.8,8.58,-27.97
CMP_0421,Google_Ads,Instagram,7120,91159,968,79,0.87,2024-10-05,1.06,8.16,-44.52
CMP_0422,Influencer,Facebook,8781,8315,358,31,3.94,2024-08-09,4.31,8.66,-82.35
CMP_0423,Influencer,LinkedIn,6990,1731,52,7,1.95,2024-11-29,3.0,13.46,-94.99
CMP_0424,Google_Ads,LinkedIn,8675,52014,615,87,4.75,2024-08-22,1.18,14.15,-49.86
CMP_0425,Influencer,Facebook,2415,59047,2068,140,0.63,2024-04-21,3.5,6.77,189.86
CMP_0426,Google_Ads,Instagram,1186,36480,961,44,0.94,2024-02-21,2.63,4.58,85.5
CMP_0427,Social_Media,Instagram,9977,68059,2461,117,3.66,2024-01-07,3.62,4.75,-41.37
CMP_0428,Email_Campaign,LinkedIn,5167,96745,3635,466,1.31,2024-09-25,3.76,12.82,350.94
CMP_0429,Social_Media,Email,3734,48432,1328,59,1.4,2024-01-15,2.74,4.44,-21.0
CMP_0430,Social_Media,Email,1328,6660,121,9,4.77,2024-04-11,1.82,7.44,-66.11
CMP_0431,Social_Media,Email,9722,67025,2578,165,4.51,2024-02-18,3.85,6.4,-15.14
CMP_0432,Google_Ads,Email,2893,19314,292,25,3.76,2024-09-09,1.51,8.56,-56.79
CMP_0433,Social_Media,Facebook,6937,6447,87,7,1.23,2024-05-18,1.35,8.05,-94.95
CMP_0434,Email_Campaign,Facebook,2730,77673,2091,153,4.16,2024-12-19,2.69,7.32,180.22
CMP_0435,Google_Ads,Email,3191,5156,192,14,2.62,2024-09-01,3.72,7.29,-78.06
CMP_0436,Google_Ads,LinkedIn,1936,24748,802,81,1.65,2024-09-02,3.24,10.1,109.19
CMP_0437,Email_Campaign,Email,2124,20935,271,28,0.61,2024-01-27,1.29,10.33,-34.09
CMP_0438,Google_Ads,Email,3564,24323,836,104,1.58,2024-11-12,3.44,12.44,45.9
CMP_0439,Google_Ads,LinkedIn,706,22757,238,22,4.64,2024-11-28,1.05,9.24,55.81
CMP_0440,Social_Media,LinkedIn,9031,36603,590,19,1.53,2024-07-25,1.61,3.22,-89.48
CMP_0441,Influencer,Email,4426,5787,66,4,1.17,2024-06-19,1.14,6.06,-95.48
CMP_0442,Email_Campaign,Google,7791,11730,249,32,2.69,2024-04-30,2.12,12.85,-79.46
CMP_0443,Content_Marketing,Email,5691,35096,835,106,2.9,2024-04-18,2.38,12.69,-6.87
CMP_0444,Social_Media,Email,5621,12838,185,13,1.63,2024-09-08,1.44,7.03,-88.44
CMP_0445,Google_Ads,Google,1894,18221,828,114,1.05,2024-10-14,4.54,13.77,200.95
CMP_0446,Content_Marketing,LinkedIn,6143,47381,1385,150,1.47,2024-10-06,2.92,10.83,22.09
CMP_0447,Email_Campaign,Email,4167,52007,1503,101,3.61,2024-05-22,2.89,6.72,21.19
CMP_0448,Email_Campaign,LinkedIn,8754,97791,4781,624,4.82,2024-10-23,4.89,13.05,256.41
CMP_0449,Influencer,Email,3447,14265,556,70,1.75,2024-08-08,3.9,12.59,1.54
CMP_0450,Content_Marketing,Google,5994,31876,336,31,1.58,2024-02-03,1.05,9.23,-74.14
CMP_0451,Content_Marketing,Email,5877,2357,26,2,2.61,2024-01-21,1.1,7.69,-98.3
CMP_0452,Google_Ads,Google,3005,88285,1131,42,0.6,2024-12-17,1.28,3.71,-30.12
CMP_0453,Email_Campaign,Google,1278,72399,2958,367,1.66,2024-09-02,4.09,12.41,1335.84
CMP_0454,Influencer,Email,6567,80472,2386,112,0.52,2024-04-07,2.97,4.69,-14.73
CMP_0455,Email_Campaign,LinkedIn,9362,15959,229,34,1.99,2024-06-19,1.43,14.85,-81.84
CMP_0456,Content_Marketing,Twitter,8250,15121,652,39,4.74,2024-05-01,4.31,5.98,-76.36
CMP_0457,Email_Campaign,Google,9249,53813,739,86,1.54,2024-11-09,1.37,11.64,-53.51
CMP_0458,Email_Campaign,Facebook,8350,56846,1391,155,1.55,2024-04-01,2.45,11.14,-7.19
CMP_0459,Google_Ads,Instagram,7463,54105,2035,289,4.58,2024-12-14,3.76,14.2,93.62
CMP_0460,Influencer,LinkedIn,7584,67869,1350,199,1.63,2024-12-13,1.99,14.74,31.2
CMP_0461,Influencer,Email,8550,42926,1482,40,2.62,2024-07-21,3.45,2.7,-76.61
CMP_0462,Content_Marketing,Facebook,5440,17392,837,102,4.38,2024-10-12,4.81,12.19,-6.25
CMP_0463,Email_Campaign,Google,2175,67714,2991,350,3.74,2024-05-16,4.42,11.7,704.6
CMP_0464,Content_Marketing,Facebook,2155,79807,3799,569,4.91,2024-11-02,4.76,14.98,1220.19
CMP_0465,Google_Ads,Email,1737,92229,3464,352,1.34,2024-01-14,3.76,10.16,913.24
CMP_0466,Google_Ads,Twitter,7548,28501,1284,112,2.17,2024-08-12,4.51,8.72,-25.81
CMP_0467,Email_Campaign,Twitter,839,4513,66,1,4.91,2024-10-09,1.46,1.52,-94.04
CMP_0468,Google_Ads,Facebook,3877,29870,662,31,4.49,2024-09-02,2.22,4.68,-60.02
CMP_0469,Email_Campaign,Google,8512,16939,396,47,2.73,2024-03-16,2.34,11.87,-72.39
CMP_0470,Social_Media,LinkedIn,7019,99369,1437,84,2.41,2024-01-08,1.45,5.85,-40.16
CMP_0471,Influencer,LinkedIn,2830,34512,674,21,0.7,2024-09-06,1.95,3.12,-62.9
CMP_0472,Google_Ads,LinkedIn,3811,5102,247,20,4.86,2024-02-22,4.84,8.1,-73.76
CMP_0473,Email_Campaign,Email,4858,43857,1940,238,0.99,2024-03-04,4.42,12.27,144.96
CMP_0474,Influencer,Email,9267,89798,2347,324,3.25,2024-01-21,2.61,13.8,74.81
CMP_0475,Content_Marketing,Google,9213,42220,1587,173,4.23,2024-07-27,3.76,10.9,-6.11
CMP_0476,Content_Marketing,LinkedIn,5130,15496,460,33,2.68,2024-10-16,2.97,7.17,-67.84
CMP_0477,Google_Ads,Google,6915,89155,1837,266,4.7,2024-12-09,2.06,14.48,92.34
CMP_0478,Google_Ads,Google,9642,81800,2681,321,3.19,2024-09-04,3.28,11.97,66.46
CMP_0479,Content_Marketing,Twitter,8352,79624,2123,169,3.64,2024-08-15,2.67,7.96,1.17
CMP_0480,Influencer,Instagram,1527,56798,1363,74,3.43,2024-12-26,2.4,5.43,142.31
CMP_0481,Google_Ads,Facebook,4725,91036,1746,141,2.16,2024-05-30,1.92,8.08,49.21
CMP_0482,Content_Marketing,LinkedIn,1639,1068,38,3,0.99,2024-06-29,3.56,7.89,-90.85
CMP_0483,Influencer,Google,5544,98919,3455,459,4.56,2024-08-18,3.49,13.29,313.96
CMP_0484,Email_Campaign,Twitter,636,90723,3777,108,4.25,2024-01-13,4.16,2.86,749.06
CMP_0485,Social_Media,Facebook,9184,79791,2512,303,3.8,2024-01-22,3.15,12.06,64.96
CMP_0486,Email_Campaign,Instagram,6256,30918,1156,162,1.3,2024-05-18,3.74,14.01,29.48
CMP_0487,Email_Campaign,Email,3292,58209,715,47,3.57,2024-02-28,1.23,6.57,-28.61
CMP_0488,Social_Media,Email,3139,4237,118,6,4.53,2024-04-11,2.78,5.08,-90.44
CMP_0489,Social_Media,Twitter,1022,50644,2333,248,3.1,2024-01-19,4.61,10.63,1113.31
CMP_0490,Social_Media,LinkedIn,4271,27208,729,89,4.32,2024-03-24,2.68,12.21,4.19
CMP_0491,Influencer,Twitter,2972,90137,3920,349,2.12,2024-04-10,4.35,8.9,487.15
CMP_0492,Influencer,Google,7063,54989,1472,188,4.56,2024-12-25,2.68,12.77,33.09
CMP_0493,Email_Campaign,Email,7029,80833,1403,154,2.3,2024-07-16,1.74,10.98,9.55
CMP_0494,Email_Campaign,Email,5546,62522,2931,371,1.35,2024-03-30,4.69,12.66,234.48
CMP_0495,Social_Media,Email,531,14378,671,63,4.77,2024-10-16,4.67,9.39,493.22
CMP_0496,Content_Marketing,Google,4885,16473,530,56,2.96,2024-06-19,3.22,10.57,-42.68
CMP_0497,Social_Media,Instagram,7957,83125,2161,95,0.63,2024-05-31,2.6,4.4,-40.3
CMP_0498,Email_Campaign,Google,8756,10805,283,9,2.95,2024-01-23,2.62,3.18,-94.86
CMP_0499,Social_Media,Instagram,2918,2301,64,7,2.0,2024-01-09,2.78,10.94,-88.01
CMP_0500,Influencer,Instagram,1247,2516,96,11,1.87,2024-05-10,3.82,11.46,-55.89
